ts_epoch,iso,tx_bytes,rx_bytes,loadavg1
1789285639.192417693,2026-09-13T07:47:19.193Z,1604317471542,2130806169,1.70
1789285644.201246691,2026-09-13T07:47:24.202Z,1606208702653,2132869324,1.56
1789285649.211412311,2026-09-13T07:47:29.212Z,1608088729855,2134893616,1.52
1789285654.220617559,2026-09-13T07:47:34.221Z,1609793316735,2136700360,1.55
1789285659.228945583,2026-09-13T07:47:39.230Z,1611696228445,2138743371,1.51
1789285664.237588975,2026-09-13T07:47:44.238Z,1613595169824,2140739724,1.39
1789285669.246114748,2026-09-13T07:47:49.247Z,1615443957647,2142672870,1.28
1789285674.255125614,2026-09-13T07:47:54.256Z,1617371651435,2144714203,1.26
1789285679.263841668,2026-09-13T07:47:59.265Z,1619240790344,2146651016,1.15
1789285684.272772917,2026-09-13T07:48:04.273Z,1621095436856,2148587985,1.14
1789285689.281523563,2026-09-13T07:48:09.282Z,1622935127640,2150517799,1.05
1789285694.290461957,2026-09-13T07:48:14.291Z,1624828316210,2152592772,1.21
1789285699.298729613,2026-09-13T07:48:19.299Z,1626761723995,2154663888,1.43
1789285704.307735142,2026-09-13T07:48:24.308Z,1628678845584,2156729434,1.40
1789285709.316017233,2026-09-13T07:48:29.316Z,1630610301182,2158805287,1.44
1789285714.324368263,2026-09-13T07:48:34.325Z,1632526337242,2160904295,1.41
1789285719.333188234,2026-09-13T07:48:39.334Z,1634377976170,2162844591,1.46
1789285724.342556391,2026-09-13T07:48:44.343Z,1636271454445,2164830622,1.34
1789285729.351403555,2026-09-13T07:48:49.352Z,1638141839098,2166826529,1.23
1789285734.360892345,2026-09-13T07:48:54.361Z,1640034171443,2168836776,1.13
1789285739.368897596,2026-09-13T07:48:59.369Z,1641923853618,2170859347,1.20
1789285744.378562009,2026-09-13T07:49:04.379Z,1643804882684,2172828528,1.43
1789285749.388257900,2026-09-13T07:49:09.389Z,1645662543246,2174884000,1.39
1789285754.397977336,2026-09-13T07:49:14.399Z,1647570034360,2176887289,1.28
1789285759.407088106,2026-09-13T07:49:19.408Z,1649504613636,2178945179,1.18
1789285764.415668039,2026-09-13T07:49:24.416Z,1651425809669,2181020204,1.56
1789285769.424297550,2026-09-13T07:49:29.425Z,1653345648559,2183082798,1.92
1789285774.433573162,2026-09-13T07:49:34.434Z,1655186553073,2185032051,2.01
1789285779.443292585,2026-09-13T07:49:39.444Z,1657081002017,2187072541,2.01
1789285784.451665369,2026-09-13T07:49:44.452Z,1658967321359,2189105730,1.92
1789285789.460063401,2026-09-13T07:49:49.461Z,1660885510358,2191145718,1.77
1789285794.468946711,2026-09-13T07:49:54.470Z,1662794781966,2193229609,1.63
1789285799.477748452,2026-09-13T07:49:59.478Z,1664702873098,2195296138,1.50
1789285804.487374692,2026-09-13T07:50:04.488Z,1666573776740,2197243258,1.54
1789285809.495648939,2026-09-13T07:50:09.496Z,1668478324611,2199293308,2.14
1789285814.504103746,2026-09-13T07:50:14.505Z,1670404050027,2201361449,2.04
1789285819.512502829,2026-09-13T07:50:19.513Z,1672268831275,2203362146,1.88
1789285824.520815681,2026-09-13T07:50:24.521Z,1674196145141,2205477785,1.81
1789285829.529468867,2026-09-13T07:50:29.530Z,1676054981199,2207506794,1.83
1789285834.538735770,2026-09-13T07:50:34.539Z,1677928004944,2209537349,1.92
1789285839.546876398,2026-09-13T07:50:39.547Z,1679772803189,2211522789,1.85
1789285844.555790801,2026-09-13T07:50:44.556Z,1681674144328,2213586960,1.70
1789285849.563905238,2026-09-13T07:50:49.564Z,1683586360767,2215586327,1.56
1789285854.572735239,2026-09-13T07:50:54.573Z,1684956189213,2217059813,1.44
1789285859.580758582,2026-09-13T07:50:59.581Z,1684956189567,2217060097,1.32
1789285864.588652695,2026-09-13T07:51:04.589Z,1684956206994,2217075410,1.21
1789285869.596613156,2026-09-13T07:51:09.597Z,1684956207390,2217075722,1.12
1789285874.604527421,2026-09-13T07:51:14.605Z,1684956208168,2217076422,1.03
