ts_epoch,iso,loop,file,bytes,ms,errno
1789255179.665873,2026-09-12T23:19:39Z,26,ballast-3.bin,536870912,509.632,
1789255180.175593,2026-09-12T23:19:40Z,26,ballast-14.bin,536870912,501.483,
1789255180.677140,2026-09-12T23:19:40Z,26,ballast-4.bin,536870912,576.549,
1789255181.253772,2026-09-12T23:19:41Z,26,ballast-15.bin,536870912,514.932,
1789255181.768782,2026-09-12T23:19:41Z,26,ballast-33.bin,536870912,515.363,
1789255182.284223,2026-09-12T23:19:42Z,26,ballast-31.bin,536870912,510.956,
1789255182.795252,2026-09-12T23:19:42Z,26,ballast-27.bin,536870912,532.645,
1789255183.327967,2026-09-12T23:19:43Z,26,ballast-35.bin,536870912,511.928,
1789255183.839978,2026-09-12T23:19:43Z,26,ballast-25.bin,536870912,521.290,
1789255184.361360,2026-09-12T23:19:44Z,26,ballast-38.bin,536870912,518.736,
1789255184.880168,2026-09-12T23:19:44Z,26,ballast-26.bin,536870912,510.831,
1789255185.391083,2026-09-12T23:19:45Z,26,ballast-2.bin,536870912,1125.309,
1789255186.516462,2026-09-12T23:19:46Z,26,ballast-1.bin,536870912,528.488,
1789255187.045022,2026-09-12T23:19:47Z,26,ballast-36.bin,536870912,529.305,
1789255187.574398,2026-09-12T23:19:47Z,26,ballast-21.bin,536870912,698.946,
1789255188.273431,2026-09-12T23:19:48Z,26,ballast-12.bin,536870912,527.998,
1789255188.801504,2026-09-12T23:19:48Z,26,ballast-11.bin,536870912,2579.071,
1789255191.380664,2026-09-12T23:19:51Z,26,ballast-17.bin,536870912,532.697,
1789255191.913450,2026-09-12T23:19:51Z,26,ballast-20.bin,536870912,537.731,
1789255192.451259,2026-09-12T23:19:52Z,26,ballast-32.bin,536870912,507.306,
1789255192.958637,2026-09-12T23:19:52Z,26,ballast-40.bin,536870912,520.273,
1789255193.478987,2026-09-12T23:19:53Z,26,ballast-24.bin,536870912,510.435,
1789255193.989497,2026-09-12T23:19:53Z,26,ballast-34.bin,536870912,2611.444,
1789255196.601046,2026-09-12T23:19:56Z,27,ballast-31.bin,536870912,532.592,
1789255197.133710,2026-09-12T23:19:57Z,27,ballast-32.bin,536870912,541.842,
1789255197.675633,2026-09-12T23:19:57Z,27,ballast-12.bin,536870912,1431.256,
